New Log15,14,0.008436,0.000153,-0.002248,-0.007477,-0.013733,0.014267,0.003511,-0.003551,-0.004443
15,14,0.003553,0.002106,0.000682,-0.022736,0.138857,-0.016251,0.003571,-0.003531,-0.004463
15,14,0.001722,0.001617,0.000193,3.853056,0.016785,-0.016251,0.003571,-0.003531,-0.004463
15,14,0.002698,0.000153,-0.000295,0.007782,0.032044,0.060044,0.003571,-0.003531,-0.004463
15,14,-0.000475,-0.000824,-0.006887,-0.083772,0.062562,-0.000992,0.003590,-0.003571,-0.004443
15,14,-0.001208,0.000153,0.000926,-0.022736,0.032044,-0.016251,0.003590,-0.003571,-0.004443
15,14,0.000135,0.000397,0.001902,0.038300,0.032044,-0.016251,0.003590,-0.003571,-0.004443
15,14,0.001234,0.002594,0.000316,-0.022736,-0.044251,0.044785,0.003551,-0.003551,-0.004424
15,14,-0.001818,0.001617,-0.000173,-0.037995,-0.059510,-0.031510,0.003551,-0.003551,-0.004424
15,14,-0.001696,0.000397,0.001292,0.007782,0.032044,-0.092546,0.003551,-0.003551,-0.004424
15,14,0.000135,0.001129,-0.003102,-0.007477,0.138857,-0.031510,0.003551,-0.003491,-0.004463
15,14,-0.000842,0.000885,0.001536,-3.883268,-0.105287,0.014267,0.003551,-0.003491,-0.004463
15,14,0.001600,0.005280,-0.000905,-0.022736,0.001526,-0.016251,0.003551,-0.003491,-0.004463
15,14,-0.002307,0.033112,0.001414,3.898833,-0.013733,0.060044,0.003590,-0.003511,-0.004443
15,14,-0.000231,0.001129,-0.000051,0.023041,0.047303,-0.046769,0.003590,-0.003511,-0.004443
15,14,0.001234,0.002106,-0.001393,0.007782,0.032044,-0.016251,0.003590,-0.003511,-0.004443
15,14,-0.000231,-0.000336,-0.000173,-3.898528,-0.105287,-0.016251,0.003551,-0.003531,-0.004483
15,14,-0.000964,0.000885,-0.001149,-0.007477,0.016785,0.090562,0.003551,-0.003531,-0.004483
15,14,0.000867,0.003815,-0.000051,0.007782,-0.028992,-0.031510,0.003551,-0.003531,-0.004483
15,14,-0.001574,0.000153,0.002879,-3.898528,0.093080,-0.000992,0.003551,-0.003551,-0.004483
15,14,-0.000353,-0.027924,-0.000661,-0.068513,0.062562,-0.016251,0.003551,-0.003551,-0.004483
15,14,-0.001330,-0.000824,-0.000661,0.007782,0.001526,-0.046769,0.003551,-0.003551,-0.004483
15,14,0.001722,-0.000824,0.000560,0.023041,0.016785,-0.016251,0.003551,-0.003491,-0.004443
15,14,-0.000964,0.002594,-0.002248,-3.898528,0.047303,-0.016251,0.003551,-0.003491,-0.004443
15,14,0.001234,0.001373,-0.002980,-3.883268,-0.044251,-0.092546,0.003551,-0.003491,-0.004443
15,14,0.000623,-0.001556,-0.001149,-0.068513,-0.013733,0.014267,0.003551,-0.003511,-0.004443
15,14,-0.001574,0.001373,-0.000905,0.023041,-0.074769,0.029526,0.003551,-0.003511,-0.004443
15,14,0.000989,0.000153,-0.000905,-0.083772,0.001526,-0.046769,0.003551,-0.003511,-0.004443
15,14,0.000501,0.034333,-0.003102,0.023041,0.077821,-0.031510,0.003571,-0.003531,-0.004483
15,14,-0.001208,0.000885,0.000438,3.868315,0.016785,-0.031510,0.003571,-0.003531,-0.004483
15,14,0.000745,0.000153,-0.002248,-0.068513,-0.028992,-0.046769,0.003571,-0.003531,-0.004483
15,14,0.002576,0.000397,0.003001,0.023041,0.077821,-0.000992,0.003571,-0.003511,-0.004463
15,14,-0.000964,-0.024506,0.003734,3.898833,0.016785,-0.092546,0.003571,-0.003511,-0.004463
15,14,0.001111,0.000397,0.003489,0.007782,0.001526,0.014267,0.003571,-0.003511,-0.004463
15,14,-0.003161,0.002838,0.002391,-0.037995,0.001526,0.075303,0.003571,-0.003452,-0.004463
15,14,-0.000353,-0.000824,-0.002004,3.883574,-0.044251,0.014267,0.003571,-0.003452,-0.004463
15,14,0.000379,-0.000336,-0.003713,0.007782,0.077821,-0.062028,0.003571,-0.003452,-0.004463
15,14,-0.000598,-0.001312,-0.001516,-3.898528,0.077821,0.014267,0.003571,-0.003452,-0.004463
15,14,0.003187,0.000885,0.001902,-3.898528,-0.074769,0.029526,0.003571,-0.003452,-0.004463
15,14,0.000623,0.000153,0.002147,-0.053254,-0.044251,0.044785,0.003571,-0.003452,-0.004463
15,14,0.000257,-0.027192,-0.000051,3.883574,-0.044251,-0.046769,0.003571,-0.003452,-0.004463
15,14,-0.001696,-0.000580,0.001658,-0.007477,0.062562,-0.016251,0.003571,-0.003452,-0.004463
15,14,0.000135,-0.000824,0.000316,0.023041,0.001526,-0.046769,0.003571,-0.003452,-0.004463
15,14,-0.001452,0.002594,-0.001027,3.898833,0.062562,0.014267,0.003571,-0.003452,-0.004463
15,14,-0.000109,-0.027924,0.001536,-0.037995,-0.028992,-0.016251,0.003571,-0.003471,-0.004483
15,14,-0.000109,-0.027436,-0.001516,0.023041,-0.013733,-0.000992,0.003571,-0.003471,-0.004483
15,14,0.002576,0.003571,0.001658,-0.022736,0.001526,-0.031510,0.003571,-0.003471,-0.004483
15,14,0.001234,-0.000336,-0.000783,-0.053254,0.047303,0.029526,0.003551,-0.003531,-0.004483
15,14,0.000501,0.002106,-0.000173,-0.022736,0.047303,-0.016251,0.003551,-0.003531,-0.004483
15,14,-0.000231,0.000397,-0.002248,-0.007477,-0.044251,-0.000992,0.003551,-0.003531,-0.004483
15,14,-0.000475,0.000153,0.001414,-0.007477,0.016785,-0.016251,0.003551,-0.003531,-0.004483
15,14,-0.003283,0.000153,-0.000905,0.007782,0.016785,0.044785,0.003551,-0.003531,-0.004483
15,14,-0.001330,0.001373,-0.002126,-0.022736,0.077821,-0.046769,0.003551,-0.003531,-0.004483
15,14,0.001966,-0.001068,0.000560,-0.037995,0.047303,-0.107805,0.003551,-0.003531,-0.004483
15,14,0.003187,0.000885,-0.003225,-0.022736,-0.120546,-0.000992,0.003551,-0.003531,-0.004483
15,14,-0.000231,0.000153,0.003367,-0.037995,0.062562,-0.016251,0.003551,-0.003531,-0.004483
15,14,0.001356,0.000641,-0.003957,-0.007477,0.062562,-0.031510,0.003571,-0.003531,-0.004463
15,14,0.000623,-0.000580,-0.001760,3.898833,-0.028992,-0.031510,0.003571,-0.003531,-0.004463
15,14,0.001600,0.000885,0.002513,-0.022736,0.062562,-0.046769,0.003571,-0.003531,-0.004463
